path,dialect_region,sentence,ipa_reference,ipa_audio,ipa_swiss_whisper
831d404d-b189-42b6-8120-073c1f8af73c/36bfed0aa9fbc43d59f533ffaa2fdde68b85876e78d64df1c9de6020223e4b1c.mp3,Ostschweiz,Das Geld sei von der CS bereits ausbezahlt worden.,das ɡɛlt zaɪ fɔn dɛɾ tseːɛs bəraɪts aʊsbətsɑːlt vɔɾdən,daɪkəltsɪk fɔr dɛɾ tseːrəs bəraɪts hʊstsaɪltpɔɾdən,diːzəs ɡɛlt zaɪ fɔn deːn tseːɛs bəraɪts aʊsɡətsɑːlt vɔɾdən
72911186-8b0e-4c0b-af3d-4d8765072930/6a831a7b17d6f82868606068bfcd20f632cd8a7f7d1d84bc9ed077c7df6ad665.mp3,Ostschweiz,Woher bekommt der Körper Vitamin D?,voːheːɾ bəkɔmt dɛɾ kœɾpɜ viːtamiːn deː,vɔːhɑːbɛ xʊntɪk kɑːpɑːpɑː piːtɑ miːndɛ,voːheːɾ bəkɔmt dɛɾ kœɾpɜ viːtamiːn deː
a677eda9-7709-4c9d-8656-e7b665140f3b/c75cf914496a58f5796c972992dc8c0fac63a5cc8e19b508ba84b16aee4189ab.mp3,Ostschweiz,Susanne Heuberger begibt sich in den Ausstand.,zuːzanə hɔøbɛɾɡɜ bəɡiːpt zɪç ɪn deːn aʊsʃtant,tsuːzɑːn hɔøbɛɾgɔ bɛgiːt zɪç ɪn ʊsʃtɑːnd,zuːzɑːn hɔøbɛɾɡɜ bəɡiːpt zɪç ɪn aʊsʃtant
7f4b1ca8-c652-4056-96fb-f02e82182574/33babf1ba6d2138d87e3b209d754c37c7c206f2ba1b925ea2b3db0460901d245.mp3,Ostschweiz,Da dürfen wir kein Risiko eingehen.,dɑː dʏɾfən viːɾ kaɪn riːziːkoː aɪnɡeːən,tɔːtɔːfɔːmiːɔːk kʰæːj ɾɪːsikɔːiːgɔː,dɑː dʏɾfən viːɾ kaɪn riːziːkoː aɪnɡeːən
684dd9cf-2844-407b-9a7f-12e7b559773f/ba78cc61895c9f4e02cd90cb2aecada0378962e246c09be21f42760eef82ff8c.mp3,Ostschweiz,Die Anschläge sind ein Angriff auf das Herz der Nation.,diː anʃlɛːɡə zɪnt aɪn anɡɾɪf aʊf das hɛɾts dɛɾ natsjoːn,daɪlʃlaɪgzɪndən aɪgɾɪf uːfz hɛɾtsfʊɐ deːnatsiːoːn,diː anʃlɛːɡə zɪnt aɪn anɡɾɪf aʊf das hɛɾts dɛɾ natsjoːn
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/94fccc5b8771292e600685ede6dfd629b390981bb2f7747e74109b43a4f4864e.mp3,Ostschweiz,Das ist dem Prozess der Planung des Rechnungsablaufs zuzuschreiben.,das ɪst deːm pɾoːtsɛs dɛɾ plɑnʊŋ dɛs rɛçnʊŋsablaʊfs tsuːtsuːʃraɪbən,ɪt ɪnʃ vɛgən pɾɔtsɛs fɔɾ dɛplɑːnɪk fʊm rɛç nɪçt sɑblɑːrf,diːzəs ɪst veːɡən dɛs pɾoːtsɛsəs dɛɾ plɑnʊŋ dɛs rɛçnʊŋsablaʊfs
7f4b1ca8-c652-4056-96fb-f02e82182574/d380b98cb6da989b2bd57e109edec9e873a305f65de60769a741495c1741db32.mp3,Ostschweiz,Nur die Geländewagen tun sich schwer.,nuːɾ diː ɡəlɛndeːvɑːɡən tuːn zɪç ʃveːɾ,ɔr glɛndɛ vɛgən dyːn tsɪç ʃvɛr,nuːɾ diː ɡəlɛndeːvɑːɡən tøːnən zɪç ʃveːɾ
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/b1c0478b64ffaf40e88160a0146e506219a625c825ae893f05318949b72d36a7.mp3,Ostschweiz,Wie hoch ist der Sachschaden?,viː hoːx ɪst dɛɾ zaxʃɑːdən,viː hœɾ ɾiːçtə zaxvʃɑːdə,viː hoːx ɪst dɛɾ zaxʃɑːdən
a677eda9-7709-4c9d-8656-e7b665140f3b/e69fa698af176bee674296306367c04093329fbd3ed3fc5d61b73d2c51eefc8e.mp3,Ostschweiz,"Wo wollen wir sparen, um das Fest zu organisieren?",voː vɔlən viːɾ ʃpɑːrən ʊm das fɛst tsuː ɔɾɡaniːziːrən,voːbɛːmoːʃpaɾɾə tsʊm das faɪçɔɾkaniːsiːɾə,voː vɔlən viːɾ ʃpɑːrən ʊm diːzəs fɛst tsuː ɔɾɡaniːziːrən
72911186-8b0e-4c0b-af3d-4d8765072930/813ac26db91d6186e9a3974fc728ecebae1e6388a9b6e624ec290c73d4aabf99.mp3,Ostschweiz,Dagegen spricht nicht nur die lange Tradition der US-Autoindustrie.,daɡeːɡən ʃpɾɪçt nɪçt nuːɾ diː laŋə tɾɑdiːtsjoːn dɛɾ uːɛsaʊtoːɪndʊstɾiː,dɛɾ gɛgɛɾ ʃpɪçmə nuːɾ diː laŋt dɑdɪtsoːn foːɾ dɛɾ uːɾs alpɪtɾoː ɪnduːɾstɾiː,daɡeːɡən ʃpɾɪçt nɪçt nuːɾ diː laŋən tɾɑdiːtsjoːn dɛɾ uːɛsaʊtoːɪndʊstɾiː
a677eda9-7709-4c9d-8656-e7b665140f3b/d89acc62bd852f8cf7fb4c0f9e357978eb68501e0c2288ef726b6c91e2366d40.mp3,Ostschweiz,Der FC Sion muss sich erstmals in dieser Saison geschlagen geben.,dɛɾ ɛftseː zɪoːn mʊs zɪç eːɾstmɑːls ɪn diːzɜ zɛːzɔ̃ ɡəʃlɑːɡən ɡeːbən,ɛt ɛftzɪzɪɔː moː ɛs zɪç zɪɔːʃt mɔlɪdɛrə sɛsəl ʃlɑːkə gi,dɛɾ ɛftseː zɪoːp mʊs zɪç das eːɾstə mɑːl ɪn diːzɜ zɛːzɔ̃ ɡəʃlɑːɡən ɡeːbən
684dd9cf-2844-407b-9a7f-12e7b559773f/ca2469bfc622b0deeeb384a8c4804a8ce4c533a64041969464ca1867f335233d.mp3,Ostschweiz,Deshalb soll der Grenzschutz dort verstärkt werden.,dɛshalp zɔl dɛɾ ɡɾɛntsʃʊts dɔɾt fɛɾʃtɛɾkt vɛɾdən,ɪs aɪpsəldə gɾɛːnʃʊts døːt fɛɾʃtɛɾkst vɛɾdə,dɛshalp zɔl dɛɾ ɡɾɛntsʃʊts dɔɾt fɛɾʃtɛɾkt vɛɾdən
0bda2f56-850b-4930-9370-89ba5bb5e80a/dbac01a97e9a09599fc47eeb068c6a0999aba7ecba9e0f1a164df3165cb77db7.mp3,Ostschweiz,Welche aufregenden Möglichkeiten eröffnen neue Technologien?,vɛlçə aʊfreːɡəndən mœklɪçkaɪtən ɛɾœfnən nɔøə tɛçnoːloːɡiːən,vɪl juːvɾɛgənə mɪgəlgɾaɪtə rɛftə nɔø tɛxŋoːlɔgiːɛ,vɛlçə aʊfreːɡəndən mœklɪçkaɪtən ɛɾœfnən nɔøə tɛçnoːloːɡiːən
72911186-8b0e-4c0b-af3d-4d8765072930/8243dce9bd94c3cfd478203d1ed6a00bdb460ae24e966f3aa6fa694d822fe80c.mp3,Ostschweiz,Wir haben nun eine Mischform meiner vorgeschlagenen Vorgehensweise.,viːɾ hɑːbən nuːn aɪnə mɪʃfɔɾm maɪnɜ foːɾɡəʃlɑɡənən foːɾɡeːənsvaɪzə,hiːɾhɛnd jɛst aɪmɪç fɔn fɔrmiːnɛr fɔɾk ʃlɑknət fɔrgɛnspɪs,viːɾ hɑːbən jɛtst aɪnə mɪʃfɔɾm maɪnɜ foːɾɡəʃlɑɡənən frɑːɡən ɪns bɪs
937d2af6-fc16-47b1-a53b-4dee4accc211/755deb726101d45dc15286e641afdecd216d240f5ed2ad7da9746c4935b90a4e.mp3,Ostschweiz,Rafael überreicht einer Teilnehmerin während eines Dates eine der begehrten Rosen.,rɑfɑːɛl yːbɜraɪçt aɪnɜ taɪlneːmərɪn vɛːrənt aɪnəs dɑːtəs aɪnə dɛɾ bəɡeːɾtən roːzən,dɛraʊfaːlyːbɛraːjɪçt dandərə taɪlneːmərin vɛrətə mɛn ɛdeːt aɪnɪvʊtə bəgeːɭt dɛrə roːzə,rɑːfɑːɛl yːbɜraɪçt aɪnɜ taɪlneːmərɪn vɛːrənt aɪnəs dɑːtəs aɪnə dɛɾ bəɡeːɾtən roːzən
7f4b1ca8-c652-4056-96fb-f02e82182574/47070d3fb0e0567359d62152b8d146682907588dbc53afb400d60e19072640c6.mp3,Ostschweiz,Das sind eindeutige Aufgaben der Abteilungs- und Ressortleitung.,das zɪnt aɪndɔøtɪɡə aʊfɡɑːbən dɛɾ aptaɪlʊŋs ʊnt rɛsɔɾtlaɪtʊŋ,das zɪnt aɪdyːtɪgə gəʊfkɔpə foːdɛ aːptaɪlɪks ʊntrøːsɔːlaɪtɪk,das zɪnt aɪndɔøtɪɡə aʊfɡɑːbən dɛɾ aptaɪlʊŋs ʊnt rɛsɔɾtlaɪtʊŋ
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/7ff5cde92869f9fab2c19e218ccb75112327532e41eb8ab1208f18967782b664.mp3,Ostschweiz,Alle Elemente sind gesteckt und geschraubt.,alə eːleːmɛntə zɪnt ɡəʃtɛkt ʊnt ɡəʃraʊpt,ɑːliːrə mɛnt zɪnt gʃtɛkɪt ʊnt gʃroːbət,alə eːleːmɛntə zɪnt ɡəʃtɛkt ʊnt ɡəʃraʊpt
7f4b1ca8-c652-4056-96fb-f02e82182574/9042bfcc93b8ea14921377e970d5c9d35f9c916a33f25f3a5a1ee56aa52db837.mp3,Ostschweiz,Warum sollen wir als politische Instanz aber nicht auch unseren Beitrag leisten?,vɑːrʊm zɔlən viːɾ als poːliːtɪʃə ɪnstants ɑːbɜ nɪçt aʊx ʊnzərən baɪtɾɑːk laɪstən,biː zoːsøːlə meːɾ als poːliːtɪʃɪn stants ɑːbɾnɪt aʊʏzənbiː tɾɑːglaɪʃtɛ,viːzoː zɔlən viːɾ als poːliːtɪʃə ɪnstants ɑːbɜ nɪçt aʊx ʊnzərən baɪtɾɑːk laɪstən
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/fa2f36e1cac42d65da5fa9fb35ec32596ddbbe893b71d0504be7eb764c9032be.mp3,Ostschweiz,Alles wirkt offiziell und korrekt.,aləs vɪɾkt ɔfiːtsjɛl ʊnt kɔrɛkt,ɑl ɛs vɪɾkt oːfiːtsiːl ɑn kɾɑːrɛkkt,aləs vɪɾkt ɔfiːtsjɛl ʊnt kɔrɛkt
a677eda9-7709-4c9d-8656-e7b665140f3b/ef1c7bc015a76a2bc783287ec4a8a448ae1593eee0ab44ba8d7ae986aa3807de.mp3,Ostschweiz,Eine Offenbarung ist Mozarts a-Moll-Sonate und an Intimität kaum zu steigern.,aɪnə ɔfənbɑrʊŋ ɪst moːtsaɾts ɑːmɔlzoːnɑːtə ʊnt an ɪntiːmiːtɛːt kaʊm tsuː ʃtaɪɡɜn,aɪnoːfəbɑːrɪk ɪʃə moːtsɑːtsɪn aːməl sɔnɑːtən ɪn diːmətə kaʊm ɛn,aɪnə ɔfənbɑrʊŋ ɪst moːtsaɾt zaɪnə ɑːmɔlzoːnɑːtə ʊnt diːzə ɪst an ɪntiːmiːtɛːt kaʊm tsuː ʃtaɪɡɜn
7f4b1ca8-c652-4056-96fb-f02e82182574/3face238896bee4e2ccdc820ea5f5bc8a7e79a0dcc3bee69bfcaf47dc3034d18.mp3,Ostschweiz,Seine Grossmutter brach darauf in Tränen aus.,zaɪnə ɡɾɔsmʊtɜ bɾax dɑːraʊf ɪn tɾɛːnən aʊs,tsiːnə groːsmɔːtɛːɾ ɪst daɪɾdɾɔf ɪn tɾɛnən aʊs bɾɔxən,zaɪnə ɡɾɔsmʊtɜ bɾax dɑːraʊf ɪn tɾɛːnən aʊs
72911186-8b0e-4c0b-af3d-4d8765072930/a91750af6e686d8b9e710250709e4ba0de6dae412e8b0df1c32bdf184150403e.mp3,Ostschweiz,Die Prüfung und Beratung erfolgt dann an der nächsten Sitzung der FGPK.,diː pɾyːfʊŋ ʊnt bərɑtʊŋ ɛɾfɔlkt dan an dɛɾ nɛçstən zɪtsʊŋ dɛɾ ɛfɡeːpeːkɑː,bɾøːfyːkʊŋ bərɑːtɪgɛrfɔlp dɛn nɪçɛ nɛrʃtə siːt ziːk fɔl dɛr ɛfgeːpɛːkɾɑː,diː pɾyːfʊŋ ʊnt bərɑtʊŋ ɛɾfɔlkt ɪn dɛɾ nɛçstən zɪtsʊŋ dɛɾ ɛfɡeːpeːkɑː
937d2af6-fc16-47b1-a53b-4dee4accc211/90ba0573667baf4c15f990db7d6e9f6eeeac00ae2f97f198fa7c5a6c057f2718.mp3,Ostschweiz,Und das sei doch etwas Gutes.,ʊnt das zaɪ dɔx ɛtvɑːs ɡuːtəs,untɐ siːkidɐx øp pɪs kuːɛts,ʊnt dɑː zaɪ ɪç dɔx ɛtvɑːs ɡuːtəs
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/53241619330f30525de1d88073ec3b7803d96a9b8b46fd3f5c5b5723bcec79c6.mp3,Ostschweiz,Meine folgenden Worte richten sich vor allem an ihn.,maɪnə fɔlɡəndən vɔɾtə rɪçtən zɪç fɔɾ aləm an iːn,vas jɛtsɛkə bətrɪft foːɾɑləm iːn,vas ɪç jɛtst zɑːɡə bətɾɪft fɔɾ aləm iːn
7f4b1ca8-c652-4056-96fb-f02e82182574/1e2ec7b6741a68e6e4b74684d266db784929cc7b155aa3d1109c8169f817ec26.mp3,Ostschweiz,Wie können solche Diskussionen im Einwohnerrat geführt werden?,viː kœnən zɔlçə dɪskʊsjoːnən ɪm aɪnvoːnɜrɑːt ɡəfyːɾt vɛɾdən,veːrə xøːndzʊtəgə diːs kʊsjoːnə ɪn iːvoː nɔrɑːt kfyːɑtvɛltə,viː kœnən zɔlçə dɪskʊsjoːnən ɪm aɪnvoːnɜrɑːt ɡəfyːɾt vɛɾdən
0bda2f56-850b-4930-9370-89ba5bb5e80a/da1489ecfaeed55bd693a2b26e741b0e31a3bc4fa7242c74c71e8a2ad37f0eae.mp3,Ostschweiz,Die Wasserkraft wird auch künftig ihren Platz haben.,diː vasɜkɾaft vɪɾt aʊx kʏnftɪç iːrən plats hɑːbən,dvasɪç ɑft viːr daɪç ɾɪmtɪgɪɾn blatsɛɾ,diː vasɜkɾaft vɪɾt aʊx kʏnftɪç iːrən plats hɑːbən
831d404d-b189-42b6-8120-073c1f8af73c/5d2be57c78aceca9b51ff8ea8b471085a62bc7ba0560f9f6f3649e328c84cd16.mp3,Ostschweiz,Die Leute haben eine ziemlich beschränkte Vorstellung.,diː lɔøtə hɑːbən aɪnə tsiːmlɪç bəʃrɛŋktə foːɾʃtɛlʊŋ,lyːptɛɪn gətsɛɪnlɪç bɛʃrɛŋk diː fɑːstəlɪç,diː lɔøtə hɑːbən aɪnə tsiːmlɪç bəʃrɛŋktə foːɾʃtɛlʊŋ
684dd9cf-2844-407b-9a7f-12e7b559773f/da3f922cc2433b6c28aaf09262397cb1121e97c6ffef013a9edc66a8bf7dd1c4.mp3,Ostschweiz,Auch hier besteht ein klares Ja.,aʊx hiːɾ bəʃteːt aɪn klɑːrəs jɑː,aʊl dɑː bɛʃtɑːd ɛs klɑːsiːɑːm,aʊx hiːɾ bəʃteːt aɪn klɑːrəs jɑːɾ
831d404d-b189-42b6-8120-073c1f8af73c/d6222247b5e15e7f2617c1deaeb679f8c744e0ea64348316bb2a484ea7a8f103.mp3,Ostschweiz,"Für diesen Verband, einen grossen Gewinn, mit positiven Folgen auch für dich.",fyːɾ diːzən fɛɾbant aɪnən ɡɾɔsən ɡəvɪn mɪt poːziːtiːvən fɔlɡən aʊx fyːɾ dɪç,fœltɛɾ fɛɾpant ɪnzəs ɪn gɾɑːsək vʏn mɪt pɔsɪtɪfə foːlgə aʊfə diː,fyːɾ deːn fɛɾbant ɪst ɛs aɪn ɡɾɔsɜ ɡəvɪn mɪt poːziːtiːvən fɔlɡən aʊx fyːɾ ziː
937d2af6-fc16-47b1-a53b-4dee4accc211/32bc998ab6f7809fe2e836f3e47191a1f2fe971b472c651730a2f97a81206cd4.mp3,Ostschweiz,Wir möchten aber den Umfang des Bedrfnisses kennen.,viːɾ mœçtən ɑːbɜ deːn ʊmfaŋ dɛs bədɾfnɪsəs kɛnən,mijɐl mʏːɣtɛt dɑpɔt ɛn ʊmvaːŋɛn fɔnpɪdyːɾfɛnɪs kɪnɛn,viːɾ mœçtən ɑːbɜ deːn ʊmfaŋ dɛs bədʏɾfnɪsəs kɛnən
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/fee2af8385e6ea7df73ac921b99f579cca812bf53ddd9c031663a8eb4d895032.mp3,Ostschweiz,Gewöhnen kann man sich an beide.,ɡəvøːnən kan man zɪç an baɪdə,vøːnɛr kɑməsiːrə ɑːbɑːɪdiː,ɡəvøːnən kan man zɪç an baɪdə
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/fb492d54f88300528d73e252e6812e89005be69bf7ef52913991697330b56d7b.mp3,Ostschweiz,Lindner spricht ebenfalls von einer Heimkehr.,lɪndnɜ ʃpɾɪçt eːbənfals fɔn aɪnɜ haɪmkeːɾ,leːgənə ɛɾ ɛbəfɑːs vʊndərə haɪm kɾeːɾ,liːkt aɪnə riːdə eːbənfals fɔn aɪnɜ haɪmkeːɾ
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/a5715a3a01850c4ccc845913e27086aeea3b61683479f636c0139f2cdc286b32.mp3,Ostschweiz,Doch bei der beruflichen Vorsorge droht der Stillstand Gesetz zu werden.,dɔx baɪ dɛɾ bəruːflɪçən foːɾzɔɾɡə dɾoːt dɛɾ ʃtɪlstant ɡəzɛts tsuː vɛɾdən,ɑːbɑːɾ biːdɛpɾɔøflɪçə fɑːsɑːg tɾɔt dɛs dɛs stiːlʃtɑːnt gsaɪtsviːɾt,ɑːbɜ baɪ dɛɾ bəruːflɪçən foːɾzɔɾɡə dɾoːt das dɛɾ ʃtɪlstant ɡəzɛtst vɪɾt
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/bcfe2bddafe6de990d70319cb0f9750409bdcf7080b5dc02411ce5a26024cc12.mp3,Ostschweiz,Womit er natürlich recht hat.,voːmɪt ɛɾ nɑːtyːɾlɪç rɛçt hat,vɔmi tɪn ɛn ɑn tøɾɭɪç gərɛçt hɛt,voːmɪt ɛɾ nɑːtyːɾlɪç rɛçt hat
684dd9cf-2844-407b-9a7f-12e7b559773f/e61779ae1c8f24ed49bf88554c1c45258e28792df591bc472cf3fad9c9df5892.mp3,Ostschweiz,Sie hat die Zusammenarbeit für dieses Projekt mit den Gemeinden gesucht.,ziː hat diː tsuːzamənaɾbaɪt fyːɾ diːzəs pɾoːjɛkt mɪt deːn ɡəmaɪndən ɡəzuːxt,ɪn hɛt zlɛmə ɑːbɛlt fyːɾ das bɾɛkçt miː deːk maɪnɪnzgzuːxt,ziː zuːxtə diː tsuːzamənaɾbaɪt fyːɾ diːzəs pɾoːjɛkt mɪt dɛɾ ɡəmaɪndə
248e0121-1803-4980-a746-17ffbd799791/78c93867349c26705d60c001c48b89297d6f1456692635a313d0314bfa898b67.mp3,Ostschweiz,Roger Federer startet sein 18.,roːɡɜ feːdərɜ ʃtaɾtət zaɪn axtseːn,dɛɾɔːtʃɪɐfeːdɛrɛ ʃtatɪt zɪs axtsəl diː,roːɡɜ feːdərɜ ʃtaɾtət zaɪn axtseːn jɑːɾhʊndɜt
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/706348dfd1d92f0b2ff798845a91ad50643c5d17e78072d64bc1b5a027e6a95b.mp3,Ostschweiz,Wie lautet Ihr Ratschlag in solchen Fällen?,viː laʊtət iːɾ ratʃlɑːk ɪn zoːlçən fɛlən,vas vɛriːrən rɔɾtʃlɑkiː søːtɪkneː fɛl,vas vɛːrə iːɾ ratʃlɑːk ɪn zoːlçən fɛlən
937d2af6-fc16-47b1-a53b-4dee4accc211/67a6bd579c31ed7eb3f5a70cd2b898f6b9040571e012ee149b65ba71c7fef7c6.mp3,Ostschweiz,Diese Privatperson hat sie anscheinend sogar vermietet.,diːzə pɾiːvɑːtpɛɾzoːn hat ziː anʃaɪnənt zoːɡɑːɾ fɛɾmiːtət,diː pɾiːfɑːtpɪɾsoːn hɛtsɪ anʃiːnən tsʊgɑːfə miːɾtət,diːzə pɾiːvɑːtpɛɾzoːn hat ziː anʃaɪnənt zoːɡɑːɾ fɛɾmiːtət
72911186-8b0e-4c0b-af3d-4d8765072930/6e3c0b7f855fe4f46935f8cef9b7fdfe9224ddd8c01f90cd33f05b50b9cc99cf.mp3,Ostschweiz,Der zweite Punkt betrifft den haushälterischen Umgang.,dɛɾ tsvaɪtə pʊŋkt bətɾɪft deːn haʊshɛltərɪʃən ʊmɡaŋ,deːtsvaɪt diː pʊŋk bətɾɪftə hoːz haltɾiːʃə ʊŋgaŋ,dɛɾ tsvaɪtə pʊŋkt bətɾɪft deːn haʊshaltərɪʃən ʊmɡaŋ
a677eda9-7709-4c9d-8656-e7b665140f3b/e8f833c46523a3a2f5fae6f3f0bcc2598018df063fb32416e960227dedc37c84.mp3,Ostschweiz,Das ist geltendes Recht!,das ɪst ɡɛltəndəs rɛçt,das ɪç gɛlt ɛntsrɛft,das ɪst ɡɛltəndəs rɛçt
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/d472683940b4a42fed182c056d6d94a2390aa03d5c7e61fdb624bdaf1beb4036.mp3,Ostschweiz,Und neue Türen haben sich nicht geöffnet.,ʊnt nɔøə tyːrən hɑːbən zɪç nɪçt ɡəœfnət,ʊnt nɔødyːrə hɛnt zɪç nøkəlfnɛt,ʊnt nɔøə tyːrən hɑːbən zɪç nɪçt ɡəœfnət
72911186-8b0e-4c0b-af3d-4d8765072930/9b9b4493defec6fd84f7c8d8c0a584cbdcbf99a7797d9862ea6fe5dc4f5fde13.mp3,Ostschweiz,Er muss danach voraussichtlich rund zwei Monate pausieren.,ɛɾ mʊs danax foːraʊszɪçtlɪç rʊnt tsvaɪ moːnɑːtə paʊziːrən,ɛɾmə ɛs naxə fɔɾ oːsɪftlə fʊn tsvaɪmənət paɾsi ɑbə,ɛɾ mʊs naxhɜ foːraʊszɪçtlɪç rʊnt tsvaɪ moːnɑːtə pasiːrən
