path,dialect_region,sentence,ipa_reference,ipa_audio,ipa_swiss_whisper
a677eda9-7709-4c9d-8656-e7b665140f3b/e69fa698af176bee674296306367c04093329fbd3ed3fc5d61b73d2c51eefc8e.mp3,Ostschweiz,"Wo wollen wir sparen, um das Fest zu organisieren?",voː vɔlən viːɾ ʃpɑːrən ʊm das fɛst tsuː ɔɾɡaniːziːrən,vˈoːbɛːmˌoːʃpˈaɾɾə tsˈʊm dˈas fˈaɪçˌˌɔɾkanˌiːsˌiːɾə,voː vɔlən viːɾ ʃpɑːrən ʊm diːzəs fɛst tsuː ɔɾɡaniːziːrən
72911186-8b0e-4c0b-af3d-4d8765072930/813ac26db91d6186e9a3974fc728ecebae1e6388a9b6e624ec290c73d4aabf99.mp3,Ostschweiz,Dagegen spricht nicht nur die lange Tradition der US-Autoindustrie.,daɡeːɡən ʃpɾɪçt nɪçt nuːɾ diː laŋə tɾɑdiːtsjoːn dɛɾ uːɛsaʊtoːɪndʊstɾiː,dˈɛɾ gˈɛgɛɾ ʃpˈɪçmə nˈuːɾ dˈiː lˈaŋt dˈɑdɪtsoːn fˈoːɾ dˈɛɾ ˈuːɾs ˈalˈpɪtɾoː ˌɪnduːɾstɾiː,daɡeːɡən ʃpɾɪçt nɪçt nuːɾ diː laŋən tɾɑdiːtsjoːn dɛɾ uːɛsaʊtoːɪndʊstɾiː
a677eda9-7709-4c9d-8656-e7b665140f3b/d89acc62bd852f8cf7fb4c0f9e357978eb68501e0c2288ef726b6c91e2366d40.mp3,Ostschweiz,Der FC Sion muss sich erstmals in dieser Saison geschlagen geben.,dɛɾ ɛftseː zɪoːn mʊs zɪç eːɾstmɑːls ɪn diːzɜ zɛːzɔ̃ ɡəʃlɑːɡən ɡeːbən,ˈɛt ˈɛftzɪzˌɪɔː mˈoː ˈɛs zˈɪç zˈɪɔːˈʃt mˈɔlɪdˈɛrə sˈɛsəl ʃlˈɑːkə gˈi,dɛɾ ɛftseː zɪoːp mʊs zɪç das eːɾstə mɑːl ɪn diːzɜ zɛːzɔ̃ ɡəʃlɑːɡən ɡeːbən
7f4b1ca8-c652-4056-96fb-f02e82182574/82ae77f87650d356f9ee2c09578d931daac243838ced27a532c10d6639c877ca.mp3,Ostschweiz,Auf dem gleichen System basiert auch die neuste AMG-Version.,aʊf deːm ɡlaɪçən zʏsteːm baziːɾt aʊx diː nɔøstə ɑːɛmɡeːvɛɾzjoːn,ʊːmˈglˌiːrəs dˈiː ʃtˈeːm pˈasˌiːɾt ˌaʊt dˈiː nˈɔøʃtɪ ˈaɪm gˌeːvɛɾsiːoːn,ʊnt ɪm ɡlaɪçən zʏsteːm baziːɾt aʊx diː nɔøəstə ɑːɛmɡeːvɛɾzjoːn
684dd9cf-2844-407b-9a7f-12e7b559773f/ca2469bfc622b0deeeb384a8c4804a8ce4c533a64041969464ca1867f335233d.mp3,Ostschweiz,Deshalb soll der Grenzschutz dort verstärkt werden.,dɛshalp zɔl dɛɾ ɡɾɛntsʃʊts dɔɾt fɛɾʃtɛɾkt vɛɾdən,ˈɪs ˈaɪpsəldə gɾˈɛːnʃʊts dˈøːt fɛɾʃtˈɛɾkst vˈɛɾdə,dɛshalp zɔl dɛɾ ɡɾɛntsʃʊts dɔɾt fɛɾʃtɛɾkt vɛɾdən
0bda2f56-850b-4930-9370-89ba5bb5e80a/dbac01a97e9a09599fc47eeb068c6a0999aba7ecba9e0f1a164df3165cb77db7.mp3,Ostschweiz,Welche aufregenden Möglichkeiten eröffnen neue Technologien?,vɛlçə aʊfreːɡəndən mœklɪçkaɪtən ɛɾœfnən nɔøə tɛçnoːloːɡiːən,vˈɪl jˈuːvɾˈɛgənə mˈɪgəlgɾˈaɪtə rˈɛftə nˈɔø tˌɛxŋˌoːlˌɔgˈiːɛ,vɛlçə aʊfreːɡəndən mœklɪçkaɪtən ɛɾœfnən nɔøə tɛçnoːloːɡiːən
72911186-8b0e-4c0b-af3d-4d8765072930/8243dce9bd94c3cfd478203d1ed6a00bdb460ae24e966f3aa6fa694d822fe80c.mp3,Ostschweiz,Wir haben nun eine Mischform meiner vorgeschlagenen Vorgehensweise.,viːɾ hɑːbən nuːn aɪnə mɪʃfɔɾm maɪnɜ foːɾɡəʃlɑɡənən foːɾɡeːənsvaɪzə,hˈiːɾhˌɛnd jˈɛst ˈaɪmɪç fɔn fɔrmˈiːnɛr fˈɔɾk ʃlˈɑknət fɔrgˈɛnspˌɪs,viːɾ hɑːbən jɛtst aɪnə mɪʃfɔɾm maɪnɜ foːɾɡəʃlɑɡənən frɑːɡən ɪns bɪs
937d2af6-fc16-47b1-a53b-4dee4accc211/755deb726101d45dc15286e641afdecd216d240f5ed2ad7da9746c4935b90a4e.mp3,Ostschweiz,Rafael überreicht einer Teilnehmerin während eines Dates eine der begehrten Rosen.,rɑfɑːɛl yːbɜraɪçt aɪnɜ taɪlneːmərɪn vɛːrənt aɪnəs dɑːtəs aɪnə dɛɾ bəɡeːɾtən roːzən,dˈɛrˈaʊfˈaːlˈyːbɛrˈaːjɪçt dˈandərə tˈaɪlneːmərˌin vˈɛrətə mˈɛn ˈɛdˈeːt ˈaɪnɪvˌʊtə bəgˈeːɭt dˈɛrə rˈoːzə,rɑːfɑːɛl yːbɜraɪçt aɪnɜ taɪlneːmərɪn vɛːrənt aɪnəs dɑːtəs aɪnə dɛɾ bəɡeːɾtən roːzən
7f4b1ca8-c652-4056-96fb-f02e82182574/47070d3fb0e0567359d62152b8d146682907588dbc53afb400d60e19072640c6.mp3,Ostschweiz,Das sind eindeutige Aufgaben der Abteilungs- und Ressortleitung.,das zɪnt aɪndɔøtɪɡə aʊfɡɑːbən dɛɾ aptaɪlʊŋs ʊnt rɛsɔɾtlaɪtʊŋ,dˈas zˈɪnt ˈaɪdˌyːtɪgə gəʊfkˈɔpə fˈoːdɛ ˈaːptaɪlɪks ʊntrˈøːsɔːlˌaɪtɪk,das zɪnt aɪndɔøtɪɡə aʊfɡɑːbən dɛɾ aptaɪlʊŋs ʊnt rɛsɔɾtlaɪtʊŋ
684dd9cf-2844-407b-9a7f-12e7b559773f/ca9dc8e3110bfd3d0d06039a853ebd62b05cfdd134542c4b2334a8604cdea29b.mp3,Ostschweiz,Für die Anschuldigungen gebe es aber keine Beweise.,fyːɾ diː anʃʊldɪɡʊŋən ɡeːbə ɛs ɑːbɜ kaɪnə bəvaɪzə,tyːt ˈaːʃoːlɪgə ʊn geːks ˈaːpa kɾˈaɪbə ˈliːs,fyːɾ diː anʃʊldɪɡʊŋən ɡiːpt ɛs ɑːbɜ kaɪnən bəvaɪs
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/7ff5cde92869f9fab2c19e218ccb75112327532e41eb8ab1208f18967782b664.mp3,Ostschweiz,Alle Elemente sind gesteckt und geschraubt.,alə eːleːmɛntə zɪnt ɡəʃtɛkt ʊnt ɡəʃraʊpt,ˈɑːliːrə mˈɛnt zˈɪnt gʃtˈɛkɪt ʊnt gʃrˈoːbət,alə eːleːmɛntə zɪnt ɡəʃtɛkt ʊnt ɡəʃraʊpt
7f4b1ca8-c652-4056-96fb-f02e82182574/9042bfcc93b8ea14921377e970d5c9d35f9c916a33f25f3a5a1ee56aa52db837.mp3,Ostschweiz,Warum sollen wir als politische Instanz aber nicht auch unseren Beitrag leisten?,vɑːrʊm zɔlən viːɾ als poːliːtɪʃə ɪnstants ɑːbɜ nɪçt aʊx ʊnzərən baɪtɾɑːk laɪstən,bˈiː zoːsˈøːlə mˈeːɾ als poːliːtɪʃˈɪn stˈants ˌɑːbɾnˌɪt ˌaʊˈʏzənbˈiː tɾˈɑːglˈaɪʃtɛ,viːzoː zɔlən viːɾ als poːliːtɪʃə ɪnstants ɑːbɜ nɪçt aʊx ʊnzərən baɪtɾɑːk laɪstən
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/fa2f36e1cac42d65da5fa9fb35ec32596ddbbe893b71d0504be7eb764c9032be.mp3,Ostschweiz,Alles wirkt offiziell und korrekt.,aləs vɪɾkt ɔfiːtsjɛl ʊnt kɔrɛkt,ˈɑl ˈɛs vˈɪɾkt ˌoːfiːtsiːl ɑn kɾˈɑːrˈɛkkt,aləs vɪɾkt ɔfiːtsjɛl ʊnt kɔrɛkt
a677eda9-7709-4c9d-8656-e7b665140f3b/ef1c7bc015a76a2bc783287ec4a8a448ae1593eee0ab44ba8d7ae986aa3807de.mp3,Ostschweiz,Eine Offenbarung ist Mozarts a-Moll-Sonate und an Intimität kaum zu steigern.,aɪnə ɔfənbɑrʊŋ ɪst moːtsaɾts ɑːmɔlzoːnɑːtə ʊnt an ɪntiːmiːtɛːt kaʊm tsuː ʃtaɪɡɜn,ˈaɪnˌoːfəbˈɑːrɪk ˈɪʃə mˈoːtsɑːtsɪn ˈaːməl sɔnˈɑːtən ˈɪn dˈiːmətə kˈaʊm ˈɛn,aɪnə ɔfənbɑrʊŋ ɪst moːtsaɾt zaɪnə ɑːmɔlzoːnɑːtə ʊnt diːzə ɪst an ɪntiːmiːtɛːt kaʊm tsuː ʃtaɪɡɜn
0bda2f56-850b-4930-9370-89ba5bb5e80a/d06d5183548fb221fd1942bb658e4aae5d47702b450a0277453d6968b82950f0.mp3,Ostschweiz,Was macht Leni sonst so?,vas maxt leːniː zɔnst zoː,vˈas mˈaxt lˈeːnˈiːz usˈoː,vas maxt leːniː zɔnst zoː
7f4b1ca8-c652-4056-96fb-f02e82182574/3face238896bee4e2ccdc820ea5f5bc8a7e79a0dcc3bee69bfcaf47dc3034d18.mp3,Ostschweiz,Seine Grossmutter brach darauf in Tränen aus.,zaɪnə ɡɾɔsmʊtɜ bɾax dɑːraʊf ɪn tɾɛːnən aʊs,tsˈiːnə groːsmˈɔːtɛːɾ ˈɪst dˈaɪɾdɾˌɔf ɪn tɾˈɛnən ˈaʊs bɾˈɔxən,zaɪnə ɡɾɔsmʊtɜ bɾax dɑːraʊf ɪn tɾɛːnən aʊs
72911186-8b0e-4c0b-af3d-4d8765072930/a91750af6e686d8b9e710250709e4ba0de6dae412e8b0df1c32bdf184150403e.mp3,Ostschweiz,Die Prüfung und Beratung erfolgt dann an der nächsten Sitzung der FGPK.,diː pɾyːfʊŋ ʊnt bərɑtʊŋ ɛɾfɔlkt dan an dɛɾ nɛçstən zɪtsʊŋ dɛɾ ɛfɡeːpeːkɑː,bɾøːfˈyːkˈʊŋ bərˈɑːtɪgɛrfˈɔlp dˈɛn nˈɪçɛ nˈɛrʃtə sˈiːt zˈiːk fˈɔl dˈɛr ˈɛfgˌeːpˌɛːkɾˈɑː,diː pɾyːfʊŋ ʊnt bərɑtʊŋ ɛɾfɔlkt ɪn dɛɾ nɛçstən zɪtsʊŋ dɛɾ ɛfɡeːpeːkɑː
7f4b1ca8-c652-4056-96fb-f02e82182574/db1fa77eec832fb4061f070cb6169b7e9d2dd29497475a83e851cbfc936dd709.mp3,Ostschweiz,Die Realität ist jedoch eine andere.,diː reːɑːliːtɛːt ɪst jeːdɔx aɪnə andərə,trealitːˈeːt iʃˈeːto xɛn ˈandərɪ,diː reːɑːliːtɛːt ɪst jeːdɔx aɪnə andərə
937d2af6-fc16-47b1-a53b-4dee4accc211/90ba0573667baf4c15f990db7d6e9f6eeeac00ae2f97f198fa7c5a6c057f2718.mp3,Ostschweiz,Und das sei doch etwas Gutes.,ʊnt das zaɪ dɔx ɛtvɑːs ɡuːtəs,untɐ siːkidɐx øp pɪs kuːɛts,ʊnt dɑː zaɪ ɪç dɔx ɛtvɑːs ɡuːtəs
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/53241619330f30525de1d88073ec3b7803d96a9b8b46fd3f5c5b5723bcec79c6.mp3,Ostschweiz,Meine folgenden Worte richten sich vor allem an ihn.,maɪnə fɔlɡəndən vɔɾtə rɪçtən zɪç fɔɾ aləm an iːn,vˈas jˈɛtsɛkə bətˈrˈɪft foːɾˈɑləm ˈiːn,vas ɪç jɛtst zɑːɡə bətɾɪft fɔɾ aləm iːn
7f4b1ca8-c652-4056-96fb-f02e82182574/1e2ec7b6741a68e6e4b74684d266db784929cc7b155aa3d1109c8169f817ec26.mp3,Ostschweiz,Wie können solche Diskussionen im Einwohnerrat geführt werden?,viː kœnən zɔlçə dɪskʊsjoːnən ɪm aɪnvoːnɜrɑːt ɡəfyːɾt vɛɾdən,vˈeːrə xøːndzˈʊtəgə dˈiːs kʊsjˈoːnə ɪn ˈiːvˌoː nˈɔrɑːt kfˈyːɑtvɛltə,viː kœnən zɔlçə dɪskʊsjoːnən ɪm aɪnvoːnɜrɑːt ɡəfyːɾt vɛɾdən
0bda2f56-850b-4930-9370-89ba5bb5e80a/da1489ecfaeed55bd693a2b26e741b0e31a3bc4fa7242c74c71e8a2ad37f0eae.mp3,Ostschweiz,Die Wasserkraft wird auch künftig ihren Platz haben.,diː vasɜkɾaft vɪɾt aʊx kʏnftɪç iːrən plats hɑːbən,dvˈasɪç ɑft vˈiːr dˈaɪç ɾɪmtɪgˈɪɾn blˈatsɛɾ,diː vasɜkɾaft vɪɾt aʊx kʏnftɪç iːrən plats hɑːbən
831d404d-b189-42b6-8120-073c1f8af73c/5d2be57c78aceca9b51ff8ea8b471085a62bc7ba0560f9f6f3649e328c84cd16.mp3,Ostschweiz,Die Leute haben eine ziemlich beschränkte Vorstellung.,diː lɔøtə hɑːbən aɪnə tsiːmlɪç bəʃrɛŋktə foːɾʃtɛlʊŋ,lˈyːptɛɪn gətsˈɛɪnlɪç bɛʃrˈɛŋk dˈiː fˈɑːstəlɪç,diː lɔøtə hɑːbən aɪnə tsiːmlɪç bəʃrɛŋktə foːɾʃtɛlʊŋ
684dd9cf-2844-407b-9a7f-12e7b559773f/da3f922cc2433b6c28aaf09262397cb1121e97c6ffef013a9edc66a8bf7dd1c4.mp3,Ostschweiz,Auch hier besteht ein klares Ja.,aʊx hiːɾ bəʃteːt aɪn klɑːrəs jɑː,ˈaʊl dˈɑː bɛʃtˈɑːd ˈɛs klˈɑːsiːɑːm,aʊx hiːɾ bəʃteːt aɪn klɑːrəs jɑːɾ
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/aaf3df6cc8a85616ffd9d9cc8ccd920b12fcc1237db2be3d4a958c38b2cc0d35.mp3,Ostschweiz,Hochhäuser sind heute sehr attraktive Wohngebäude.,hoːxhɔøzɜ zɪnt hɔøtə zeːɾ atɾaktiːvə voːŋeːbɔødə,hˈoːxˈyːzə zˈiːnd hˈyːd zˈeːɾ ˌaːdɛktɪvˌiːvˈoːgə bˈɔødə,hoːxhɔøzɜ zɪnt hɔøtə zeːɾ atɾaktiːvə voːŋeːbɔødə
831d404d-b189-42b6-8120-073c1f8af73c/d6222247b5e15e7f2617c1deaeb679f8c744e0ea64348316bb2a484ea7a8f103.mp3,Ostschweiz,"Für diesen Verband, einen grossen Gewinn, mit positiven Folgen auch für dich.",fyːɾ diːzən fɛɾbant aɪnən ɡɾɔsən ɡəvɪn mɪt poːziːtiːvən fɔlɡən aʊx fyːɾ dɪç,fˈœltɛɾ fɛɾpˈant ˈɪnzəs ˈɪn gɾˈɑːsək vˈʏn mˈɪt pˈɔsɪtˈɪfə fˈoːlgə aʊfə dˈiː,fyːɾ deːn fɛɾbant ɪst ɛs aɪn ɡɾɔsɜ ɡəvɪn mɪt poːziːtiːvən fɔlɡən aʊx fyːɾ ziː
937d2af6-fc16-47b1-a53b-4dee4accc211/32bc998ab6f7809fe2e836f3e47191a1f2fe971b472c651730a2f97a81206cd4.mp3,Ostschweiz,Wir möchten aber den Umfang des Bedrfnisses kennen.,viːɾ mœçtən ɑːbɜ deːn ʊmfaŋ dɛs bədɾfnɪsəs kɛnən,mijɐl mʏːˈɣtɛt dˈɑpɔt ɛn ʊmvˈaːŋɛn fɔnpɪdˈyːɾfɛnɪs kɪnˈɛn,viːɾ mœçtən ɑːbɜ deːn ʊmfaŋ dɛs bədʏɾfnɪsəs kɛnən
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/fee2af8385e6ea7df73ac921b99f579cca812bf53ddd9c031663a8eb4d895032.mp3,Ostschweiz,Gewöhnen kann man sich an beide.,ɡəvøːnən kan man zɪç an baɪdə,vˈøːnˈɛr kˈɑməsiːrə ɑːbɑːɪdˈiː,ɡəvøːnən kan man zɪç an baɪdə
a677eda9-7709-4c9d-8656-e7b665140f3b/c05abd96815ea8e4bb20544b2f5d14a96e4edde48a4a70cafa1a3f718b2b2114.mp3,Ostschweiz,Obschon Sie es nicht immer einfach hatten in Ihrem Leben.,ɔpʃoːn ziː ɛs nɪçt ɪmɜ aɪnfax hatən ɪn iːrəm leːbən,oːvˈoːl zˈiːz ˈiːm lˈɛbənə dˈiːmə ˈaɪfax kɑːhənd,ɔpvoːl ziː ɛs ɪm leːbən nɪçt ɪmɜ aɪnfax hatən
d9be733d-d0bd-41bb-8dc5-dfcabb99c105/fb492d54f88300528d73e252e6812e89005be69bf7ef52913991697330b56d7b.mp3,Ostschweiz,Lindner spricht ebenfalls von einer Heimkehr.,lɪndnɜ ʃpɾɪçt eːbənfals fɔn aɪnɜ haɪmkeːɾ,lˈeːgənə ˈɛɾ ˈɛbəfˌɑːs vˈʊndərə hˈaɪm kɾˈeːɾ,liːkt aɪnə riːdə eːbənfals fɔn aɪnɜ haɪmkeːɾ
8d167b1c-7f89-4487-a0a9-2bbe08bf0b41/a5715a3a01850c4ccc845913e27086aeea3b61683479f636c0139f2cdc286b32.mp3,Ostschweiz,Doch bei der beruflichen Vorsorge droht der Stillstand Gesetz zu werden.,dɔx baɪ dɛɾ bəruːflɪçən foːɾzɔɾɡə dɾoːt dɛɾ ʃtɪlstant ɡəzɛts tsuː vɛɾdən,ˈɑːbɑːɾ bˈiːdɛpɾˈɔøfˈlɪçə fˈɑːsɑːg tɾˈɔt dˈɛs dˈɛs stˈiːlʃtˈɑːnt gsˈaɪtsvˌiːɾt,ɑːbɜ baɪ dɛɾ bəruːflɪçən foːɾzɔɾɡə dɾoːt das dɛɾ ʃtɪlstant ɡəzɛtst vɪɾt
